id	next	previous	captioning	pos	angle	audio	launchAngle
1	2	-1		22.36316,7.607028,113.9932	0.9998322,0,-0.01832569		5.100047
2	3	1		47.90782,7.179703,154.4743	0.985996,0,0.1667692		7.200053
3	4	2		77.05306,7.677471,187.7611	0.9999863,0,0		4.800054
4	5	3		98.98829,7.677471,192.5339	0.9999863,0,0		4.800054
5	6	4		99.09289,6.75,172.5709	0.9996574,0,-0.02617478		25.05005
6	7	5		113.1168,6.75,167.4742	0.9999965,0,0		45.60004
7	-1	6		113.1046,6.75,162.8093	0.9999965,0,0		45.60004
8	-1	-1		113.0838,6.75,154.8239	0.9999965,0,0		45.60004
9	-1	-1		113.0611,6.75,146.173	0.9999965,0,0		45.60004
10	-1	-1		113.0141,6.75,128.1871	0.9999965,0,0		45.60004
11	-1	-1		112.9967,6.75,121.5295	0.9999965,0,0		45.60004
12	-1	-1		112.9462,6.75,102.2189	0.9999965,0,0		45.60004
13	-1	-1		112.9254,6.75,94.23349	0.9999965,0,0		45.60004
14	-1	-1		112.9062,6.75,86.91353	0.9999965,0,0		45.60004
15	-1	-1		95.09575,11.25,118.9498	0.9999863,0,0		-15.59998
16	-1	-1		74.13045,9.22053,41.13748	0.815128,0,0.5792809		-0.7499695
17	-1	-1		115.6935,7.378072,48.38858	0.9984891,0,-0.05494964		6.150043
18	-1	-1		134.0305,8.517793,54.86075	0.9999863,0,0		1.650042
19	-1	-1		134.1177,8.517793,38.20879	0.9999863,0,0		1.650042

