id	next	previous	captioning	pos	angle	audio	launchAngle
74	75	-1		-0.847607,6.93857,-11.80931	-0.02356308,0,0.9997224		8.850062
75	76	74		-1.485507,6.851315,65.45188	0.05448941,0,0.9985144		9.698757
76	-1	75	#C_エントランス	-1.739927,6.75,97.89713	0.06328013,0,0.9979958		35.28032
1	2	-1	#C_東大医研	35.45356,6.75,118.5007	0.9999941,0,0		12.75573
2	3	1		47.90782,7.179703,154.4743	0.985996,0,0.1667692		7.200053
3	4	2		103.6272,11.25,122.7774	0.9998928,0,-0.01465344		-20.63974
4	5	3		98.98829,7.677471,192.5339	0.9999863,0,0		4.800054
5	6	4		99.09289,6.75,172.5709	0.9996574,0,-0.02617478		25.05005
6	7	5		113.1168,6.75,167.4742	0.9999965,0,0		45.60004
7	8	6		113.1046,6.75,162.8093	0.9999965,0,0		45.60004
8	9	7		113.0838,6.75,154.8239	0.9999965,0,0		45.60004
9	10	8		113.0611,6.75,146.173	0.9999965,0,0		45.60004
10	11	9		113.0141,6.75,128.1871	0.9999965,0,0		45.60004
11	12	10		112.9967,6.75,121.5295	0.9999965,0,0		45.60004
12	13	11		112.9462,6.75,102.2189	0.9999965,0,0		45.60004
13	14	12		112.9254,6.75,94.23349	0.9999965,0,0		45.60004
14	15	13		112.9062,6.75,86.91353	0.9999965,0,0		45.60004
15	17	14		95.09575,11.25,118.9498	0.9999863,0,0		-15.59998
16	76	17		74.13045,9.22053,41.13748	0.815128,0,0.5792809		-0.7499695
17	16	15		121.4441,7.471934,47.7372	0.999179,0,-0.04051268		5.703541
18	76	17		134.0305,8.517793,54.86075	0.9999863,0,0		1.650042
20	21	-1	#C_阪大微研	-40.96783,6.75,135.0724	-0.9999965,0,0		17.45046
21	22	20		-104.2254,11.25,94.20408	-0.998819,0,0.04858589		-27.24789
22	23	21		-101.5282,7.538742,34.89086	-0.9999849,0,0		5.400004
23	24	22		-118.6443,6.75,54.15515	-0.9999949,0,0		44.85002
24	25	23		-118.6252,6.75,61.47511	-0.9999949,0,0		44.85002
25	26	24		-118.6096,6.75,67.46416	-0.9999949,0,0		44.85002
26	27	25		-118.5869,6.75,76.11503	-0.9999949,0,0		44.85002
27	28	26		-118.5522,6.75,89.42405	-0.9999949,0,0		44.85002
28	29	27		-118.533,6.75,96.74401	-0.9999949,0,0		44.85002
29	30	28		-118.5121,6.75,104.7374	-0.9999949,0,0		44.85002
30	31	29		-118.4947,6.75,111.3919	-0.9999949,0,0		44.85002
31	32	30		-118.4547,6.75,126.6999	-0.9999949,0,0		44.85002
